,index,text,cluster,tweet_id,created_at,author_id,inbound,week,urgency_score,is_repeat_customer,has_prior_interaction,escalation_risk
402,402,mention 136892 we're here to help send us a dm with your email address so we can assist,2,702,2017-10-31 22:11:31+00:00,115855,True,2017-10-30/2017-11-05,1,True,True,6
1133,1133,mention 682031 here to help send us a note via so our team can connect,2,1724,2017-10-31 22:48:50+00:00,116088,True,2017-10-30/2017-11-05,1,True,True,6
9096,9096,i love mention 115821 there was a minor error on my delivery and they still gave me a free month of prime and 20 off that purchase,2,12797,2017-11-01 01:44:26+00:00,118588,True,2017-10-30/2017-11-05,1,True,True,6
1147,1147,mention 429595 we'd like to escalate this issue for you as detailed as possible please provide your info here bv,1,1738,2017-10-31 22:47:44+00:00,116091,True,2017-10-30/2017-11-05,1,True,True,6
9702,9702,mention 736308 i apologize for the issues you are having with the services have your concerns been addressed if not i will need the account holders name and service address to review this can you send me this information cm,1,13462,2017-11-01 02:05:50+00:00,118799,True,2017-10-30/2017-11-05,1,True,True,6
412,412,mention o2 i have just sent you a dm as tried to buy a payg bundle but have come across an issue please could you look into it,1,713,2017-10-31 22:35:17+00:00,115856,True,2017-10-30/2017-11-05,1,True,True,6
1139,1139,mention 206932 hi priscilla if you provide me your local walmart's location i can help jazz,2,1732,2017-10-31 23:35:57+00:00,116088,True,2017-10-30/2017-11-05,1,True,True,6
419,419,mention 176669 hi irene we're following you now so you can dm us your query we'd be happy to help in any way we can n,2,721,2017-10-31 22:18:14+00:00,115859,True,2017-10-30/2017-11-05,1,True,True,6
424,424,mention uber_support is the app having problems,1,727,2017-10-31 21:02:34+00:00,115861,True,2017-10-30/2017-11-05,1,True,True,6
1330,1330,mention amazonhelp all i found was this under shipment details carrier amzl us tracking tba529272944000,2,1932,2017-11-01 12:36:33+00:00,116144,True,2017-10-30/2017-11-05,1,True,True,6
435,435,mention 119961 no need for painful holds over the phone we can help you right here right now how can we assist ddg,2,739,2017-10-31 22:35:32+00:00,115865,True,2017-10-30/2017-11-05,1,True,True,6
1327,1327,mention hulu_support still doesn t work ui still awful seems like you don t want to fix it,1,1929,2017-10-31 23:56:05+00:00,116144,True,2017-10-30/2017-11-05,1,True,True,6
9093,9093,mention amazonhelp it's been 4 days over and amazon denying to take poor phone back this happens as i was busy with diwali programme,1,12793,2017-11-01 01:31:55+00:00,118553,True,2017-10-30/2017-11-05,1,True,True,6
9083,9083,mention 118272 mention tmobilehelp hi are you aware of this fraudulent scam that tries to get your address credit card and pin code for your t mobile account no one on my plan filed a claim other t mobile friends have received the same text,1,12784,2017-11-02 21:56:46+00:00,118585,True,2017-10-30/2017-11-05,1,True,True,6
9520,9520,mention americanair will the catering issue at mention 116147 with gategourmet be resolved by nov 27 i ve noticed i can t select my meal online,0,13268,2017-10-31 15:05:48+00:00,118735,True,2017-10-30/2017-11-05,1,True,True,6
1322,1322,mention amazonhelp i am not going to buy anything from amazon now onward as they always cheats me,2,1924,2017-10-31 23:25:46+00:00,116144,True,2017-10-30/2017-11-05,1,True,True,6
9275,9275,mention 606171 we're sorry for the trouble could you provide us with a few details about the issue you're having with the app wm,1,12987,2017-11-01 01:29:39+00:00,118651,True,2017-10-30/2017-11-05,1,True,True,6
9157,9157,mention amazonhelp your customer service department made up some story about a damage and put in for a cancellation refund was not the case 2 2,2,12862,2017-10-30 16:11:40+00:00,118603,True,2017-10-30/2017-11-05,1,True,True,6
9420,9420,mention 525247 here s what you can do to work around the issue until it s fixed in a future software update,1,13131,2017-11-01 02:24:06+00:00,118701,True,2017-10-30/2017-11-05,1,True,True,6
1813,1813,mention 173818 your issue has been initiated by us under ref no 1 138641203645 you shall hear on the same soon rgds neha,2,2527,2017-11-27 07:26:37+00:00,116311,True,2017-11-27/2017-12-03,1,True,True,6
150,150,mention tmobilehelp all these mobile companies think people are dumb,1,236,2017-10-31 21:54:17+00:00,115763,True,2017-10-30/2017-11-05,1,True,True,6
1672,1672,mention 166414 hello there i would like to look into any internet issues you are having may you please dm me your account number rox,1,2382,2017-10-30 00:57:13+00:00,116256,True,2017-10-30/2017-11-05,1,True,True,6
8645,8645,mention southwestair late arriving at the gate even with landing on time operations error impacts customer satisfaction,0,12309,2017-11-01 01:24:33+00:00,118449,True,2017-10-30/2017-11-05,1,True,True,6
9949,9949,mention 651141 what mistake was made we would like to help kmg,2,13724,2017-11-01 03:17:34+00:00,118880,True,2017-10-30/2017-11-05,1,True,True,6
780,780,mention 643143 hi i would be happy to help look in to the services can you please send me a dm with your acct or phone so i can assist you clr,2,1332,2017-10-31 22:32:09+00:00,115960,True,2017-10-30/2017-11-05,1,True,True,6
8652,8652,mention amazonhelp si ya he abierto una reclamación por telefono,2,12316,2017-11-01 01:38:46+00:00,118452,True,2017-10-30/2017-11-05,1,True,True,6
927,927,why when i was in the house and have a designated safe place would mention amazonhelp leave my parcel in my next door neighbour's wheelie bin,0,1501,2017-10-31 21:24:22+00:00,116018,True,2017-10-30/2017-11-05,1,True,True,6
783,783,mention 148490 we truly value you as our customer and this is never the experience we want for our customers or for this to represent us at chase we'd like to take a closer look at this for you and share your experience for review can you please dm us your name and zip op,1,1335,2017-10-31 22:48:02+00:00,115961,True,2017-10-30/2017-11-05,1,True,True,6
1758,1758,mention 559887 hello evan i do apologize for the issues you are experiencing with our service and i will be happy to assist ca,1,2469,2017-11-26 00:00:07+00:00,116290,True,2017-11-20/2017-11-26,1,True,True,6
9871,9871,mention 115900 you re telling me there s no problems with my service this is after two resets,1,13640,2017-11-01 02:02:51+00:00,118852,True,2017-10-30/2017-11-05,1,True,True,6
1815,1815,if you're thinking of buying anything on black friday don't go to mention tesco i've been fobbed off by their helpline tonight after being told specifically in store to ring that up so they could troubleshoot it,1,2529,2017-11-27 22:21:15+00:00,116311,True,2017-11-27/2017-12-03,1,True,True,6
9340,9340,mention 327914 how long has this been happening are you the only person experiencing this issue in your area or household let me know as,1,13064,2017-11-01 01:02:21+00:00,118675,True,2017-10-30/2017-11-05,1,True,True,6
41,41,mention 115873 please help,2,47,2017-10-31 22:01:42+00:00,115721,True,2017-10-30/2017-11-05,1,True,True,6
9380,9380,mention 640051 let's help you with this which iphone and ios version are you using are you connecting to a wall outlet to charge or a computer when this occurs are you using the original lightning cable when charging,1,13107,2017-11-01 00:51:50+00:00,118692,True,2017-10-30/2017-11-05,1,True,True,6
9894,9894,mention 661254 have you received an e mail regarding the status of your account we'd like to help zw,1,13666,2017-11-01 02:13:47+00:00,118862,True,2017-10-30/2017-11-05,1,True,True,6
8585,8585,mention 335081 we'd love to help does the device power on what do you mean by ruined send us a dm,1,12245,2017-11-01 01:26:12+00:00,118434,True,2017-10-30/2017-11-05,1,True,True,6
1676,1676,mention 662981 we'd like to see how we can help can you send us a few more details about what you're experiencing if you prefer dm us here,2,2386,2017-11-01 00:23:31+00:00,116257,True,2017-10-30/2017-11-05,1,True,True,6
1778,1778,mention 805412 normally when a transaction fails the funds are returned asap i'm afraid it's not clear to me why this didn't happen yesterday glad you raised it however and that it's all in hand now phil,1,2490,2017-10-31 22:05:55+00:00,116298,True,2017-10-30/2017-11-05,1,True,True,6
802,802,mention 115858 please help for the same,2,1360,2017-10-31 22:43:53+00:00,115969,True,2017-10-30/2017-11-05,1,True,True,6
147,147,mention 380750 hey tanja we've just sent you a bit more info over dm we'll carry on helping out there jq,2,232,2017-10-31 05:55:34+00:00,115762,True,2017-10-30/2017-11-05,1,True,True,6
957,957,mention amazonhelp mention 190898 you guys made me fill one long back no reply on that,2,1534,2017-11-01 05:12:11+00:00,116025,True,2017-10-30/2017-11-05,1,True,True,6
958,958,mention 771029 hey relynn we'd love to help i was able to see episode 9 available in the list here let us know if you have any questions aj,1,1535,2017-11-01 05:08:18+00:00,116025,True,2017-10-30/2017-11-05,1,True,True,6
145,145,mention 278365 happy to help and sorry to hear this can you dm us your email address associated with your uber account so we can follow up,1,226,2017-10-31 20:10:09+00:00,115762,True,2017-10-30/2017-11-05,1,True,True,6
9945,9945,mention 150959 we'd love to look into this with you when did this issue begin also check under settings general software update to see if you have ios 11 1 2 available if so make sure you have a current backup and download and install it let us know if the issue persists,1,13720,2017-11-01 02:58:16+00:00,118880,True,2017-10-30/2017-11-05,1,True,True,6
932,932,mention 315125 it's unfortunate you're having trouble if there is anything that i can help you with please dm me lexie,2,1507,2017-10-31 22:28:51+00:00,116019,True,2017-10-30/2017-11-05,1,True,True,6
1795,1795,mention 784285 hi crystal we are here to assist we do have a long term cancellation policy that applies to all reservations 28 days or over for full details on this policy please visit the following help center article we are here if you have any further questions,0,2506,2017-11-26 00:19:57+00:00,116302,True,2017-11-20/2017-11-26,1,True,True,6
1797,1797,mention coxhelp reset just finished and both hardwired and wireless are looking good thanks,1,2518,2017-11-26 00:35:43+00:00,116302,True,2017-11-20/2017-11-26,1,True,True,6
8570,8570,mention 594475 sorry to hear about this please dm us to elaborate on your concerns and we'll follow up we're happy to help,2,12228,2017-11-22 13:34:46+00:00,118428,True,2017-11-20/2017-11-26,1,True,True,6
1799,1799,mention amazonhelp i've publish 32 books to date and never had an issue,1,2519,2017-11-26 13:44:23+00:00,Tesco,False,2017-11-20/2017-11-26,3,False,False,6
752,752,mention 115888 mention spotifycares hi i got kicked out of my spotify account for some reason but can t log back in i tried resetting my password but it says my account does not exist i just paid for another month of premium a week or so ago thanks for the help,1,1295,2017-10-31 22:34:55+00:00,115712,True,2017-10-30/2017-11-05,1,True,True,6
8632,8632,mention 555065 your issue please dm me the name service address and phone number linked to the account thanks ab,2,12292,2017-11-01 01:15:33+00:00,118445,True,2017-10-30/2017-11-05,1,True,True,6
8563,8563,'you've made me divert a journey' and that's my fault mention uber_support help pls,0,12221,2017-11-28 00:11:15+00:00,118426,True,2017-11-27/2017-12-03,1,True,True,6
77,77,mention virgintrains er all of them i think actually tell a lie i've never got off at lockerbie been through it a lot though,0,155,2017-10-31 22:00:46+00:00,115735,True,2017-10-30/2017-11-05,1,True,True,6
9352,9352,mention upshelp training respectful staff wld be a start items damaged beyond repair therefore you cannot help i'm sure sellers will make their claims,0,13076,2017-11-01 00:57:02+00:00,118680,True,2017-10-30/2017-11-05,1,True,True,6
49,49,mention 678764 hey help's here can you dm us your accounts email address we'll take a look backstage bd,1,55,2017-10-31 20:09:13+00:00,115723,True,2017-10-30/2017-11-05,1,True,True,6
744,744,mention 236984 hey what happened we're here to help please let us know if there is anything we can do thank you ra,2,1286,2017-11-09 00:48:24+00:00,115950,True,2017-11-06/2017-11-12,1,True,True,6
1739,1739,mention amazonhelp now i m looking and can t find anything for same day shipping ruins halloween,2,2451,2017-11-26 01:40:47+00:00,116282,True,2017-11-20/2017-11-26,1,True,True,6
1650,1650,mention delta i tried to update the report and the site will not accept my update i get an error message server communication error but not having someone to speak with is a great idea,2,2360,2017-10-31 23:10:45+00:00,116249,True,2017-10-30/2017-11-05,1,True,True,6
9173,9173,mention tmobilehelp mention 115913 thank you so much,1,12881,2017-11-01 12:18:10+00:00,118606,True,2017-10-30/2017-11-05,1,True,True,6
8665,8665,mention 115911 tmobile was awful trying to pre order iphone without upgrade deal for shame on it s server delays store app was late but clear winner,1,12330,2017-11-01 02:00:23+00:00,118455,True,2017-10-30/2017-11-05,1,True,True,6
1841,1841,mention 115821 mention amazonhelp i don't know which career it was because i was not here when i was in if you hang on five minutes i will ask the cat,2,2555,2017-11-01 01:55:49+00:00,116317,True,2017-10-30/2017-11-05,1,True,True,6
898,898,mention sw_help having done shift work for last 18 months i d say that unplanned delays are the norm sadly most especially during engineering work,0,1469,2017-10-31 22:16:38+00:00,116007,True,2017-10-30/2017-11-05,1,True,True,6
895,895,mention askciti it's not resolved wasn't able to use my card my friend with mention bofa_help used his card while my mention askciti didn't work they are calling me tomorrow b c no one could figure it out atm unacceptable wellsfargo you taking account mention bofa_help you taking new accounts,1,1465,2017-11-03 04:58:56+00:00,116006,True,2017-10-30/2017-11-05,1,True,True,6
9166,9166,mention amazonhelp mention 115850 please reply soon deal is getting over soon ping,2,12873,2017-10-31 22:35:46+00:00,118605,True,2017-10-30/2017-11-05,1,True,True,6
9970,9970,mention amazonhelp i have been trying for over an hour to get the location on the website changed to my new location for amazon pickup in chat with no help not a good way to be,1,13745,2017-11-01 02:39:57+00:00,118883,True,2017-10-30/2017-11-05,1,True,True,6
142,142,mention 199260 i'm sorry to hear that please send me a dm with your account information so i can help thank you lb,1,228,2017-10-31 22:09:58+00:00,115762,True,2017-10-30/2017-11-05,1,True,True,6
1730,1730,i leave for vacation on thursday and i paid for expedited shipping for a bathingsuit and it was supposed to be here today but mention 115817 had a trailer issue and now it s delayed pray for me,0,2443,2017-11-26 00:44:53+00:00,116280,True,2017-11-20/2017-11-26,1,True,True,6
838,838,mention bofa_help it's the nearest location to me i had to deposit and withdraw that couldn't be done on the atm,0,1400,2017-10-31 23:08:22+00:00,115982,True,2017-10-30/2017-11-05,1,True,True,6
9984,9984,mention 368890 we do need either the receipt or packaging to be able to help further unfortunately as you no longer have these we're unable to help,2,13758,2017-11-01 01:45:20+00:00,118887,True,2017-10-30/2017-11-05,1,True,True,6
1862,1862,mention 798041 hello thanks for reaching out to your concerns and i'd be happy to help can you please dm the full address at,2,2579,2017-10-31 22:50:15+00:00,116322,True,2017-10-30/2017-11-05,1,True,True,6
9287,9287,hats off to capt of mention british_airways ba98 yyz to lhr for taking time to talk mingle with passengers and explain problem and delay,0,13000,2017-11-01 02:17:23+00:00,118656,True,2017-10-30/2017-11-05,1,True,True,6
116,116,mention gwrhelp slightly frustrating to find seat reservation double booked on an over capacity train,0,197,2017-10-31 23:38:53+00:00,115749,True,2017-10-30/2017-11-05,1,True,True,6
9991,9991,mention centurylinkhelp no thank you i am cancelling,1,13765,2017-10-31 23:52:11+00:00,118889,True,2017-10-30/2017-11-05,1,True,True,6
1863,1863,mention amazonhelp i ordered a package on the 15th and it was due before any time today before 8pm it's 8 32 now and still nothing,0,2581,2017-10-31 22:50:46+00:00,116322,True,2017-10-30/2017-11-05,1,True,True,6
9179,9179,mention amazonhelp どうもありがとうございます 明日の営業時間に電話かけます それにしても客にここまで気を使わせるのは最悪です,2,12887,2017-10-27 17:28:16+00:00,118606,True,2017-10-23/2017-10-29,1,True,True,6
9277,9277,mention amazonhelp an i would also like to cancel this order of mine order 171 0731348 872034,2,12988,2017-11-01 01:36:03+00:00,118651,True,2017-10-30/2017-11-05,1,True,True,6
169,169,mention amazonhelp can you please arrange it,2,258,2017-11-03 00:39:32+00:00,115768,True,2017-10-30/2017-11-05,1,True,True,6
948,948,mention 491855 we're here to help send us a note at so we can assist,2,1524,2017-10-31 22:34:51+00:00,116025,True,2017-10-30/2017-11-05,1,True,True,6
144,144,mention comcastcares im so tired of paying almost 100 dollars of internet so that your shit internet never works congratulations youre about to lose a customer,1,230,2017-10-31 23:04:49+00:00,115762,True,2017-10-30/2017-11-05,1,True,True,6
168,168,mention 206658 here s what you can do to work around the issue until it s fixed in a future software update,1,257,2017-10-31 22:24:47+00:00,115768,True,2017-10-30/2017-11-05,1,True,True,6
820,820,mention 342956 sara did the agent contact the carrier for you or ask if these steps were followed to help locate it fr,2,1379,2017-11-01 00:41:14+00:00,115977,True,2017-10-30/2017-11-05,1,True,True,6
9172,9172,mention 632660 mention tmobilehelp nigga i just died,1,12880,2017-11-01 12:31:39+00:00,118606,True,2017-10-30/2017-11-05,1,True,True,6
902,902,mention 417050 i am sorry to hear you are still having problems with the service i would be happy to request a callback from ou,1,1473,2017-10-31 19:11:31+00:00,116008,True,2017-10-30/2017-11-05,1,True,True,6
969,969,mention 398921 hi maria we'd love to help can you please tell us more about your concern,2,1546,2017-10-31 23:24:09+00:00,116026,True,2017-10-30/2017-11-05,1,True,True,6
8609,8609,nice to know argos have their it sorted for blackfriday not serviceunavailableerror,1,12271,2017-11-01 02:11:37+00:00,118439,True,2017-10-30/2017-11-05,1,True,True,6
166,166,mention sainsburys that i have no problem with at all but why cauliflower cheese with turkey christmas dinner instead of carrots parsnips peas,0,255,2017-10-31 22:20:19+00:00,115768,True,2017-10-30/2017-11-05,1,True,True,6
1736,1736,mention sizehelpteam ok,2,2449,2017-11-26 21:48:26+00:00,116281,True,2017-11-20/2017-11-26,1,True,True,6
1638,1638,mention gwrhelp the 22 21 paddington to bedwyn is showing as delayed boarding 7 mins late please can you request that maidenhead hold the connection to marlow to allow people like me to get home on this cold evening thank you,0,2348,2017-11-01 09:43:07+00:00,116244,True,2017-10-30/2017-11-05,1,True,True,6
1630,1630,mention upshelp typical ups i respond in dm with my expectation they reply back asking me if i want something else totally idiots mention 115858 give customers a choice of shippers everyone will get better service and you will sell more products as a result upsfail,2,2340,2017-11-02 13:45:47+00:00,116241,True,2017-10-30/2017-11-05,1,True,True,6
9962,9962,mention 636510 we're happy to assist you does the issue occur when using a specific app dm us the answer,1,13736,2017-11-01 02:25:35+00:00,118881,True,2017-10-30/2017-11-05,1,True,True,6
9316,9316,mention 267288 awe thanks so much we're happy to help save the day herostatusachieved,2,13029,2017-11-01 01:53:10+00:00,118667,True,2017-10-30/2017-11-05,1,True,True,6
956,956,mention 226511 we're here to help send us a dm with your email address so we can follow up,2,1533,2017-11-01 05:12:32+00:00,116025,True,2017-10-30/2017-11-05,1,True,True,6
2674,2674,mention xboxsupport when i was circle one i have a problem what does that name calling i want to know help me us,1,3594,2017-11-26 00:02:06+00:00,116569,True,2017-11-20/2017-11-26,2,True,False,5
5214,5214,not a fan of your self bag check mention southwestair dozens of employees no one will help me but everyone quick to scold when i do it wrong,0,7929,2017-11-22 10:48:20+00:00,117359,True,2017-11-20/2017-11-26,2,True,False,5
7086,7086,mention 328069 hey gye can you tell us a bit more about the issue you're running into any screenshots will help as well tf,1,10571,2017-11-01 00:16:13+00:00,117924,True,2017-10-30/2017-11-05,2,True,False,5
3438,3438,mention 794638 if you suspect fraud has occurred or think one of your wells fargo accounts may have been compromised please call 1 800 869 3557 immediately to speak with a specialist visit to learn more let us know if you need further help dc,1,4638,2017-10-31 15:25:41+00:00,116808,True,2017-10-30/2017-11-05,2,True,False,5
6847,6847,nice of mention sw_help to change the way they issue refunds on season tickets all so that they can save cash and avoid compensating customers,0,9986,2017-11-01 00:05:17+00:00,117857,True,2017-10-30/2017-11-05,2,True,False,5
4149,4149,mention sw_help mention 172367 mention 119696 mention 193762 there should be staines is a busy junction and your changes are getting very bad press bring back swt,0,5624,2017-10-29 23:01:41+00:00,117023,True,2017-10-23/2017-10-29,2,True,False,5
7183,7183,mention amazonhelp just tried to speak to your customer services and he was useless now says tuesday terrible service mention 115851,2,10677,2017-11-01 00:26:46+00:00,117961,True,2017-10-30/2017-11-05,2,True,False,5
3343,3343,mention amazonhelp what does it mean if my order shows as shipping today and being delivered today it seems a common issue when ordering,1,4541,2017-10-31 22:06:27+00:00,116776,True,2017-10-30/2017-11-05,2,True,False,5
4637,4637,mention 713171 hey what's wrong what seems to be the issue nd,2,6946,2017-11-19 01:49:52+00:00,117192,True,2017-11-13/2017-11-19,2,True,False,5
8477,8477,mention 115858 i think my mac is broken and needs fixing asap,1,12129,2017-11-01 01:26:22+00:00,118394,True,2017-10-30/2017-11-05,2,True,False,5
6767,6767,mention 330110 i'm so sorry for the hassle we're actively digging into these issues and working to fix asap hang in there zach,1,9901,2017-10-26 20:58:49+00:00,117825,True,2017-10-23/2017-10-29,2,True,False,5
9263,9263,mention idea_cares bought 20 sim cards for our iot devices local vendor says activated internet is not accessible through the cards urgently reply we have 50 sim cards on our devices from idea already very bad on your part,1,12974,2017-10-30 22:32:26+00:00,118647,True,2017-10-30/2017-11-05,2,True,False,5
4739,4739,mention applesupport please send help i restored my phone from itunes now it is asking me to sign in to my apple id but is having an error connecting to the apple id servers any help as of right now my iphone is a paperweight,1,7052,2017-11-10 18:25:36+00:00,117224,True,2017-11-06/2017-11-12,2,True,False,5
8964,8964,i thought mention amazonhelp wasn't responding but it turns out my notifications weren't woeking properly i no longer have an issue thank you,1,12656,2017-11-01 01:04:47+00:00,118536,True,2017-10-30/2017-11-05,2,True,False,5
8439,8439,mention 492442 hey tiller what is the error you are getting what does it say it would be really helpful if you can let us know jm,1,12073,2017-11-01 00:54:41+00:00,118383,True,2017-10-30/2017-11-05,2,True,False,5
8949,8949,mention 261805 we want to help send us a dm and tell us which version of ios you're using and what problems you've run into and we'll help you solve them,1,12642,2017-10-30 21:30:19+00:00,118531,True,2017-10-30/2017-11-05,2,True,False,5
9317,9317,mention amazonhelp when the issue was mentioned on ph chat i was told to send screenshot which i did now repeat the cycle,1,13030,2017-10-30 06:42:32+00:00,118667,True,2017-10-30/2017-11-05,2,True,False,5
2959,2959,mention amazonhelp i have been trying to get a refund for 3 months each time i get the the run around that they have again issued it it's a technical issue,1,3941,2017-11-25 21:08:41+00:00,116659,True,2017-11-20/2017-11-26,2,True,False,5
6691,6691,mention amazonhelp it's all very well emailing you but it's now left me with and issue as it's for a colleague tomorrow,2,9821,2017-11-01 00:12:18+00:00,117801,True,2017-10-30/2017-11-05,2,True,False,5
5511,5511,mention 447293 specific error message so that we can help you 2 2 mo,1,8313,2017-11-04 17:42:01+00:00,117459,True,2017-10-30/2017-11-05,2,True,False,5
593,593,mention applesupport mac geeks help how do i remove applications i can never find the uninstall i know how to find my library if this helps macbookpro macgeek macbook,1,985,2017-10-31 22:11:40+00:00,115899,True,2017-10-30/2017-11-05,2,True,False,5
6688,6688,mention 119279 ah sorry again we're currently investigating issues with buffering during live playback working to have a fix asap,1,9817,2017-10-31 23:58:58+00:00,117800,True,2017-10-30/2017-11-05,2,True,False,5
3836,3836,sprint has the worst customer service i've ever experienced no one wants to help me i'm trying to help a friend in need so frustrating,1,5152,2017-11-25 18:45:21+00:00,116920,True,2017-11-20/2017-11-26,2,True,False,5
7235,7235,be careful w mention 115783 just had the worst experience w an owner that has had numerous bedbug problems painful welts all over my body,0,10729,2017-10-31 19:06:26+00:00,117981,True,2017-10-30/2017-11-05,2,True,False,5
8301,8301,mention sizehelpteam i want to cancel my order 83913345 i ordered the wrong size i will cancel the order and reorder it please cancel my order,2,11935,2017-11-01 00:58:02+00:00,118344,True,2017-10-30/2017-11-05,2,True,False,5
7645,7645,mention 559734 we appreciate the mention let's move into dm so we can address these issues we're committed to helping you resolve them,2,11172,2017-10-31 19:36:00+00:00,118116,True,2017-10-30/2017-11-05,2,True,False,5
5473,5473,mention 622655 sorry about this julie we're not aware of any issues with our products but please pop them to store and our team will help further,2,8273,2017-11-05 21:05:37+00:00,117446,True,2017-10-30/2017-11-05,2,True,False,5
9758,9758,mention 705450 hi there i'm sorry to see the speed issues send me a dm with your name phone number and address so i can help ew,1,13522,2017-11-01 01:54:17+00:00,118817,True,2017-10-30/2017-11-05,2,True,False,5
1210,1210,mention amazonhelp mention 99905 hey guys i need help i went to a job fair and they took me photo for my profile and sent me an offer for the wrong city i applied to brampton and not milton so i had to decline the milton one but now my brampton one says i took a different offer,0,1800,2017-10-31 22:07:08+00:00,116110,True,2017-10-30/2017-11-05,2,True,False,5
2434,2434,mention 317879 hi christian the app is referring to the postal code of your billing address dm us if you have any issues so we can help,2,3344,2017-10-31 22:40:00+00:00,116491,True,2017-10-30/2017-11-05,2,True,False,5
2599,2599,mention postmates_help glad my pizza was delivered like this and was also the wrong order 23 bucks wasted,0,3524,2017-10-31 22:10:06+00:00,116544,True,2017-10-30/2017-11-05,2,True,False,5
2580,2580,mention 214618 hi i am so happy to hear your issue has been resolved if we can help with anything in the future please let us know,2,3508,2017-10-31 22:32:42+00:00,116537,True,2017-10-30/2017-11-05,2,True,False,5
3603,3603,mention 471328 sure we can help are you getting any error code or message please provide us more details,2,4890,2017-10-31 23:16:12+00:00,116857,True,2017-10-30/2017-11-05,2,True,False,5
6526,6526,mention upshelp i don't want to rat on specific drivers in fear of retribution it just seems you guys just drop the packages on the steps and never ring the bell i've been home in the pouring rain only to find a package left hours ago just ring the bell i'd be happy don't care if they wait,0,9638,2017-10-30 18:33:34+00:00,117755,True,2017-10-30/2017-11-05,2,True,False,5
2588,2588,awful mention 119696 service compounded by awful customer service on platform at waterloo tonight it's no wonder the trains are so bad with staff like that,0,3516,2017-10-30 19:21:16+00:00,116539,True,2017-10-30/2017-11-05,2,True,False,5
2488,2488,mention 367700 hey jake how can we help out today can you let us know the device os you re using as well as the issue we'll lend a hand tb,1,3402,2017-10-31 14:58:25+00:00,116511,True,2017-10-30/2017-11-05,2,True,False,5
3591,3591,mention 732036 are you having issues with just wi fi on your iphone 7 plus let us know and we can help out,1,4879,2017-10-31 21:36:19+00:00,116855,True,2017-10-30/2017-11-05,2,True,False,5
2276,2276,mention amazonhelp i have forwarded the details on the above link hope this time issue will be resolved,1,3163,2017-12-01 06:10:17+00:00,116437,True,2017-11-27/2017-12-03,2,True,False,5
1061,1061,mention 115817 mention upshelp fuming waited in all day yesterday for a delivery that never arrived checked tracking said it was rearranged for delivery today so waited in again and still not been delivered not good enough,2,1649,2017-10-31 21:47:36+00:00,116064,True,2017-10-30/2017-11-05,2,True,False,5
6385,6385,why did hulu take daria off who thought that was a good idea,1,9488,2017-11-01 00:45:51+00:00,117709,True,2017-10-30/2017-11-05,0,True,True,4
6340,6340,mention 116035 you can't see it but there were 13 people in line plus a hand full in the waiting area,0,9436,2017-11-01 05:50:25+00:00,117691,True,2017-10-30/2017-11-05,0,True,True,4
6578,6578,mention 507930 great question you can purchase points online here jt,2,9703,2017-11-01 00:02:26+00:00,117765,True,2017-10-30/2017-11-05,0,True,True,4
6538,6538,mention 283212 sorry for the stretch in receiving the refund we would like to take a closer look into this please fill in your details here so that we can sort this for you sc,2,9653,2017-10-25 02:57:57+00:00,117757,True,2017-10-23/2017-10-29,0,True,True,4
6543,6543,mention 515673 apologies for the delayed response advise if we can contact at this hour we assist ri,2,9659,2017-10-31 23:18:32+00:00,117759,True,2017-10-30/2017-11-05,0,True,True,4
9546,9546,mention 484825 sorry for trouble we want to inform you that for a duplicate sim you have to visit your home circle rgds neha l,1,13300,2017-11-01 01:54:51+00:00,118743,True,2017-10-30/2017-11-05,0,True,True,4
6337,6337,mention askpaypal thanks for the timely response paypal very much appreciated sarcasm,2,9441,2017-11-01 08:25:39+00:00,117691,True,2017-10-30/2017-11-05,0,True,True,4
9548,9548,it's been really fun to ask alexa to play prime music on my echo these past few days though i wish they'd release the standalone app soon,1,13302,2017-11-01 01:50:32+00:00,118743,True,2017-10-30/2017-11-05,0,True,True,4
6341,6341,mention asktarget after you it s the second in the me before you series,0,9433,2017-10-31 23:58:10+00:00,117691,True,2017-10-30/2017-11-05,0,True,True,4
6334,6334,mention 12935 i'm saying if the xbox servers down,1,9438,2017-11-01 06:28:19+00:00,117691,True,2017-10-30/2017-11-05,0,True,True,4
6332,6332,mention 698708 hi i am sorry about this can you dm me your order number name and address please elizabeth,2,9434,2017-11-01 05:52:30+00:00,117691,True,2017-10-30/2017-11-05,0,True,True,4
9409,9409,mention sainsburys your tuna sandwiches seem to imply that mayonnaise is used as tuna bait,0,13140,2017-11-01 03:20:10+00:00,118701,True,2017-10-30/2017-11-05,0,True,True,4
6331,6331,mention chasesupport great my 1 star app store review is also there,1,9432,2017-11-01 05:49:53+00:00,117691,True,2017-10-30/2017-11-05,0,True,True,4
6323,6323,mention 763232 thank you for reaching out to us and bringing this to our attention we apologize for any inconvenience this may have caused you during your visit due to it only being four checkout lanes open which target store did you visit we want to share your feedback with leadership,0,9423,2017-11-01 01:55:13+00:00,117688,True,2017-10-30/2017-11-05,0,True,True,4
6580,6580,mention 514919 we can take a look send us a note via so our team can get in touch,2,9705,2017-10-31 23:57:46+00:00,117765,True,2017-10-30/2017-11-05,0,True,True,4
6702,6702,mention askplaystation the difference with gold edition,1,9830,2017-11-01 00:29:53+00:00,117806,True,2017-10-30/2017-11-05,0,True,True,4
